Mem_used Mem_free Mem_total Mem_Disp Date Time Elapsed_time
1728216 2658144 7088316 5115580 2022-12-28 02:50:26 104870
1731400 2654976 7088316 5112392 2022-12-28 02:50:31 104875
1723604 2662760 7088316 5120192 2022-12-28 02:50:36 104880
1716508 2669808 7088316 5127288 2022-12-28 02:50:41 104885
1722692 2663644 7088316 5121104 2022-12-28 02:50:46 104890
1722704 2663616 7088316 5121092 2022-12-28 02:50:51 104895
1725840 2660464 7088316 5117952 2022-12-28 02:50:56 104900
1720384 2665916 7088316 5123408 2022-12-28 02:51:01 104905
1726676 2659604 7088316 5117112 2022-12-28 02:51:06 104910
1721448 2664820 7088316 5122340 2022-12-28 02:51:11 104915
1720744 2665472 7088316 5123044 2022-12-28 02:51:16 104920
1728608 2657632 7088316 5115180 2022-12-28 02:51:21 104925
1713424 2672764 7088316 5130364 2022-12-28 02:51:26 104930
1711300 2674912 7088316 5132488 2022-12-28 02:51:31 104935
1708368 2677796 7088316 5135420 2022-12-28 02:51:36 104940
1725600 2660584 7088316 5118192 2022-12-28 02:51:41 104945
1710364 2675804 7088316 5133424 2022-12-28 02:51:46 104950
1723032 2663080 7088316 5120752 2022-12-28 02:51:51 104955
1712848 2673288 7088316 5130936 2022-12-28 02:51:56 104960
1714380 2671704 7088316 5129392 2022-12-28 02:52:01 104965
1709128 2676988 7088316 5134660 2022-12-28 02:52:06 104970
1706532 2679552 7088316 5137244 2022-12-28 02:52:11 104975
1723388 2662668 7088316 5120400 2022-12-28 02:52:16 104980
1720976 2665084 7088316 5122804 2022-12-28 02:52:21 104985
1703832 2682192 7088316 5139956 2022-12-28 02:52:26 104990
1714920 2671124 7088316 5128868 2022-12-28 02:52:32 104995
1720916 2665112 7088316 5122860 2022-12-28 02:52:37 105000
1710628 2675396 7088316 5133160 2022-12-28 02:52:42 105005
1703632 2682340 7088316 5140156 2022-12-28 02:52:47 105010
1719512 2666488 7088316 5124276 2022-12-28 02:52:52 105015
1708764 2677216 7088316 5135020 2022-12-28 02:52:57 105020
1706320 2679612 7088316 5137464 2022-12-28 02:53:02 105025
1707196 2678760 7088316 5136584 2022-12-28 02:53:07 105030
1701644 2684292 7088316 5142080 2022-12-28 02:53:12 105035
1710196 2675728 7088316 5133528 2022-12-28 02:53:17 105040
1706064 2679844 7088316 5137660 2022-12-28 02:53:22 105045
1707184 2678712 7088316 5136540 2022-12-28 02:53:27 105050
1717080 2668800 7088316 5126644 2022-12-28 02:53:32 105055
1715276 2670592 7088316 5128448 2022-12-28 02:53:37 105060
1705404 2680412 7088316 5138316 2022-12-28 02:53:42 105065
1702652 2683188 7088316 5141076 2022-12-28 02:53:47 105070
1712324 2673468 7088316 5131400 2022-12-28 02:53:52 105075
1722320 2663496 7088316 5121408 2022-12-28 02:53:57 105080
1708944 2676860 7088316 5134784 2022-12-28 02:54:02 105085
1702936 2682848 7088316 5140788 2022-12-28 02:54:07 105090
1712204 2673528 7088316 5131516 2022-12-28 02:54:12 105095
1707304 2678452 7088316 5136416 2022-12-28 02:54:17 105100
1716844 2668864 7088316 5126876 2022-12-28 02:54:22 105105
1724204 2661528 7088316 5119512 2022-12-28 02:54:27 105110
1718056 2667660 7088316 5125664 2022-12-28 02:54:32 105115
1722232 2663440 7088316 5121488 2022-12-28 02:54:37 105120
1720964 2664732 7088316 5122760 2022-12-28 02:54:42 105125
1712012 2673680 7088316 5131712 2022-12-28 02:54:47 105130
1719144 2666532 7088316 5124580 2022-12-28 02:54:52 105135
1710240 2675424 7088316 5133484 2022-12-28 02:54:58 105140
1721724 2663900 7088316 5122016 2022-12-28 02:55:03 105145
1697252 2688368 7088316 5146488 2022-12-28 02:55:08 105150
1717508 2668064 7088316 5126228 2022-12-28 02:55:13 105155
1713592 2672004 7088316 5130144 2022-12-28 02:55:18 105160
1712488 2673060 7088316 5131240 2022-12-28 02:55:23 105165
1719572 2666000 7088316 5124156 2022-12-28 02:55:28 105170
1723668 2661860 7088316 5120068 2022-12-28 02:55:33 105175
1722232 2663316 7088316 5121504 2022-12-28 02:55:38 105180
1703376 2682160 7088316 5140360 2022-12-28 02:55:43 105185
1729068 2656468 7088316 5114664 2022-12-28 02:55:48 105190
1728772 2656748 7088316 5114984 2022-12-28 02:55:53 105195
1712804 2672700 7088316 5130928 2022-12-28 02:55:58 105200
1723664 2661828 7088316 5120044 2022-12-28 02:56:03 105205
1724144 2661336 7088316 5119564 2022-12-28 02:56:08 105210
1715752 2669632 7088316 5127908 2022-12-28 02:56:13 105215
1724556 2660816 7088316 5119104 2022-12-28 02:56:18 105220
1721212 2664224 7088316 5122496 2022-12-28 02:56:23 105225
1723800 2661624 7088316 5119908 2022-12-28 02:56:28 105230
1725568 2659840 7088316 5118140 2022-12-28 02:56:33 105235
1721660 2663740 7088316 5122048 2022-12-28 02:56:38 105240
1728248 2657344 7088316 5115460 2022-12-28 02:56:43 105245
1726004 2659364 7088316 5117704 2022-12-28 02:56:48 105250
1726728 2658628 7088316 5116980 2022-12-28 02:56:53 105255
1716224 2669124 7088316 5127484 2022-12-28 02:56:58 105260
1720536 2664796 7088316 5123172 2022-12-28 02:57:03 105265
1726220 2659100 7088316 5117488 2022-12-28 02:57:08 105270
1734336 2651008 7088316 5109372 2022-12-28 02:57:13 105275
1724632 2660660 7088316 5119076 2022-12-28 02:57:18 105280
1724620 2660660 7088316 5119120 2022-12-28 02:57:24 105285
1730624 2654652 7088316 5113120 2022-12-28 02:57:29 105290
1716516 2668744 7088316 5127224 2022-12-28 02:57:34 105295
1723560 2661688 7088316 5120180 2022-12-28 02:57:39 105300
1727608 2657588 7088316 5116132 2022-12-28 02:57:44 105305
1731408 2653816 7088316 5112332 2022-12-28 02:57:49 105310
1723548 2661660 7088316 5120196 2022-12-28 02:57:54 105315
1712872 2672188 7088316 5130872 2022-12-28 02:57:59 105320
1714800 2670376 7088316 5128940 2022-12-28 02:58:04 105325
1716016 2669156 7088316 5127728 2022-12-28 02:58:09 105330
1711956 2673240 7088316 5131784 2022-12-28 02:58:14 105335
1704468 2680680 7088316 5139272 2022-12-28 02:58:19 105340
1718884 2666248 7088316 5124856 2022-12-28 02:58:24 105345
1726472 2658652 7088316 5117268 2022-12-28 02:58:29 105350
1722800 2662308 7088316 5120936 2022-12-28 02:58:34 105355
1719420 2665672 7088316 5124316 2022-12-28 02:58:39 105360
1721020 2664060 7088316 5122708 2022-12-28 02:58:44 105365
1726164 2658900 7088316 5117576 2022-12-28 02:58:49 105370
1717108 2667956 7088316 5126632 2022-12-28 02:58:54 105375
1722072 2662980 7088316 5121668 2022-12-28 02:58:59 105380
1715376 2669668 7088316 5128360 2022-12-28 02:59:04 105385
1727520 2657516 7088316 5116216 2022-12-28 02:59:09 105390
1728904 2656128 7088316 5114832 2022-12-28 02:59:14 105395
1718008 2667020 7088316 5125728 2022-12-28 02:59:19 105400
1718008 2667008 7088316 5125720 2022-12-28 02:59:24 105405
1717036 2667976 7088316 5126700 2022-12-28 02:59:29 105410
1717460 2667544 7088316 5126276 2022-12-28 02:59:34 105415
1716236 2668764 7088316 5127496 2022-12-28 02:59:40 105420
1720916 2664080 7088316 5122820 2022-12-28 02:59:45 105425
1725332 2659652 7088316 5118404 2022-12-28 02:59:50 105430
1728308 2656664 7088316 5115428 2022-12-28 02:59:55 105435
1719376 2665588 7088316 5124360 2022-12-28 03:00:00 105440
1723536 2661360 7088316 5120196 2022-12-28 03:00:05 105445
1722920 2662000 7088316 5120812 2022-12-28 03:00:10 105450
1715624 2669284 7088316 5128112 2022-12-28 03:00:15 105455
1725688 2659208 7088316 5118048 2022-12-28 03:00:20 105460
1711216 2673640 7088316 5132520 2022-12-28 03:00:25 105465
1725112 2659776 7088316 5118624 2022-12-28 03:00:30 105470
1710708 2674176 7088316 5133028 2022-12-28 03:00:35 105475
1722532 2662336 7088316 5121204 2022-12-28 03:00:40 105480
1721356 2663508 7088316 5122380 2022-12-28 03:00:45 105485
1730936 2653928 7088316 5112804 2022-12-28 03:00:50 105490
1728924 2655936 7088316 5114824 2022-12-28 03:00:55 105495
1722988 2661872 7088316 5120760 2022-12-28 03:01:00 105500
1729084 2655776 7088316 5114728 2022-12-28 03:01:05 105505
1719096 2665756 7088316 5124716 2022-12-28 03:01:10 105510
1726616 2658228 7088316 5117196 2022-12-28 03:01:15 105515
1710964 2673876 7088316 5132848 2022-12-28 03:01:20 105520
1712896 2671944 7088316 5130916 2022-12-28 03:01:25 105525
1720444 2664392 7088316 5123368 2022-12-28 03:01:30 105530
1726212 2658620 7088316 5117600 2022-12-28 03:01:35 105535
1717168 2667648 7088316 5126648 2022-12-28 03:01:40 105540
1717776 2667028 7088316 5126040 2022-12-28 03:01:45 105545
1720832 2663916 7088316 5122984 2022-12-28 03:01:50 105550
1722388 2662392 7088316 5121432 2022-12-28 03:01:55 105555
1712088 2672672 7088316 5131732 2022-12-28 03:02:00 105560
1713140 2671604 7088316 5130632 2022-12-28 03:02:06 105565
1706068 2678664 7088316 5137704 2022-12-28 03:02:11 105570
1719104 2665616 7088316 5124664 2022-12-28 03:02:16 105575
1738508 2646156 7088316 5105260 2022-12-28 03:02:21 105580
1725492 2659196 7088316 5118276 2022-12-28 03:02:26 105585
1728560 2656080 7088316 5115212 2022-12-28 03:02:31 105590
1716124 2668544 7088316 5127648 2022-12-28 03:02:36 105595
1713508 2671144 7088316 5130256 2022-12-28 03:02:41 105600
1718120 2666516 7088316 5125648 2022-12-28 03:02:46 105605
1715264 2669360 7088316 5128500 2022-12-28 03:02:51 105610
1730820 2653788 7088316 5112944 2022-12-28 03:02:56 105615
1726972 2657596 7088316 5116792 2022-12-28 03:03:01 105620
1721224 2663380 7088316 5122608 2022-12-28 03:03:06 105625
1725888 2658684 7088316 5117944 2022-12-28 03:03:11 105630
1724104 2660448 7088316 5119728 2022-12-28 03:03:16 105635
1710460 2674076 7088316 5133344 2022-12-28 03:03:21 105640
1724820 2659664 7088316 5118984 2022-12-28 03:03:26 105645
1719168 2665344 7088316 5124636 2022-12-28 03:03:31 105650
1710384 2674112 7088316 5133420 2022-12-28 03:03:36 105655
1725020 2659420 7088316 5118784 2022-12-28 03:03:41 105660
1722576 2661892 7088316 5121228 2022-12-28 03:03:46 105665
1728488 2655968 7088316 5115316 2022-12-28 03:03:51 105670
1723740 2660700 7088316 5120060 2022-12-28 03:03:56 105675
1721792 2662600 7088316 5122008 2022-12-28 03:04:01 105680
1719692 2664736 7088316 5124108 2022-12-28 03:04:06 105685
1719604 2664812 7088316 5124196 2022-12-28 03:04:11 105690
1719608 2664792 7088316 5124180 2022-12-28 03:04:16 105695
1720960 2663384 7088316 5122840 2022-12-28 03:04:21 105700
1712184 2672192 7088316 5131612 2022-12-28 03:04:26 105705
1718744 2665620 7088316 5125052 2022-12-28 03:04:32 105710
1717084 2667224 7088316 5126716 2022-12-28 03:04:37 105715
1725092 2659248 7088316 5118696 2022-12-28 03:04:42 105720
1722188 2662136 7088316 5121612 2022-12-28 03:04:47 105725
1724400 2659908 7088316 5119400 2022-12-28 03:04:52 105730
1715016 2669280 7088316 5128784 2022-12-28 03:04:57 105735
1720712 2663520 7088316 5123088 2022-12-28 03:05:02 105740
1721408 2662860 7088316 5122364 2022-12-28 03:05:07 105745
1724400 2659864 7088316 5119384 2022-12-28 03:05:12 105750
1721120 2663084 7088316 5122664 2022-12-28 03:05:17 105755
1720460 2663792 7088316 5123324 2022-12-28 03:05:22 105760
1717960 2666240 7088316 5125824 2022-12-28 03:05:27 105765
1722328 2661920 7088316 5121456 2022-12-28 03:05:32 105770
1714244 2669952 7088316 5129540 2022-12-28 03:05:37 105775
1712692 2671544 7088316 5131092 2022-12-28 03:05:42 105780
1713176 2671048 7088316 5130608 2022-12-28 03:05:47 105785
1720592 2663624 7088316 5123192 2022-12-28 03:05:52 105790
1724776 2659436 7088316 5119008 2022-12-28 03:05:57 105795
1710204 2674008 7088316 5133624 2022-12-28 03:06:02 105800
1712528 2671676 7088316 5131296 2022-12-28 03:06:07 105805
1720256 2663936 7088316 5123568 2022-12-28 03:06:12 105810
1722416 2661768 7088316 5121416 2022-12-28 03:06:17 105815
1725136 2659032 7088316 5118696 2022-12-28 03:06:22 105820
1728864 2655292 7088316 5114964 2022-12-28 03:06:27 105825
1722116 2662024 7088316 5121712 2022-12-28 03:06:32 105830
1716372 2667760 7088316 5127456 2022-12-28 03:06:37 105835
1725024 2659100 7088316 5118804 2022-12-28 03:06:42 105840
1731128 2652992 7088316 5112700 2022-12-28 03:06:47 105845
1729872 2654240 7088316 5113960 2022-12-28 03:06:52 105850
1732428 2651620 7088316 5111400 2022-12-28 03:06:58 105855
1733512 2650572 7088316 5110316 2022-12-28 03:07:03 105860
1734216 2649808 7088316 5109612 2022-12-28 03:07:08 105865
1735172 2648896 7088316 5108656 2022-12-28 03:07:13 105870
1713788 2670272 7088316 5130040 2022-12-28 03:07:18 105875
1714660 2669380 7088316 5129168 2022-12-28 03:07:23 105880
1724624 2659404 7088316 5119208 2022-12-28 03:07:28 105885
1721048 2662968 7088316 5122768 2022-12-28 03:07:33 105890
1723992 2660024 7088316 5119824 2022-12-28 03:07:38 105895
1712168 2671840 7088316 5131648 2022-12-28 03:07:43 105900
1724336 2659616 7088316 5119480 2022-12-28 03:07:48 105905
1723400 2660580 7088316 5120416 2022-12-28 03:07:53 105910
1717028 2666940 7088316 5126788 2022-12-28 03:07:58 105915
1712004 2671948 7088316 5131792 2022-12-28 03:08:03 105920
1715980 2667972 7088316 5127836 2022-12-28 03:08:08 105925
1717668 2666232 7088316 5126144 2022-12-28 03:08:13 105930
1722216 2661720 7088316 5121596 2022-12-28 03:08:18 105935
1724616 2659308 7088316 5119200 2022-12-28 03:08:23 105940
1716296 2667620 7088316 5127516 2022-12-28 03:08:28 105945
1728468 2655448 7088316 5115276 2022-12-28 03:08:33 105950
1717116 2666792 7088316 5126648 2022-12-28 03:08:38 105955
1725272 2658636 7088316 5118488 2022-12-28 03:08:43 105960
1716808 2667056 7088316 5126936 2022-12-28 03:08:48 105965
1719968 2663932 7088316 5123776 2022-12-28 03:08:53 105970
1719204 2664676 7088316 5124540 2022-12-28 03:08:58 105975
1713608 2670264 7088316 5130140 2022-12-28 03:09:03 105980
1720816 2663048 7088316 5122912 2022-12-28 03:09:08 105985
1721608 2662256 7088316 5122120 2022-12-28 03:09:13 105990
1738268 2645592 7088316 5105460 2022-12-28 03:09:18 105995
1725612 2658232 7088316 5118120 2022-12-28 03:09:24 106000
1723044 2660784 7088316 5120680 2022-12-28 03:09:29 106005
1720760 2663056 7088316 5122964 2022-12-28 03:09:34 106010
1728848 2654912 7088316 5114876 2022-12-28 03:09:39 106015
1724672 2659108 7088316 5119056 2022-12-28 03:09:44 106020
1714388 2669380 7088316 5129332 2022-12-28 03:09:49 106025
1713504 2670216 7088316 5130224 2022-12-28 03:09:54 106030
1721724 2662016 7088316 5121992 2022-12-28 03:09:59 106035
1728000 2655736 7088316 5115696 2022-12-28 03:10:04 106040
1724116 2659604 7088316 5119580 2022-12-28 03:10:09 106045
1734996 2648676 7088316 5108700 2022-12-28 03:10:14 106050
1736076 2647636 7088316 5107620 2022-12-28 03:10:19 106055
1716016 2667640 7088316 5127680 2022-12-28 03:10:24 106060
1726480 2657208 7088316 5117216 2022-12-28 03:10:29 106065
1720668 2663008 7088316 5123028 2022-12-28 03:10:34 106070
1722164 2661500 7088316 5121536 2022-12-28 03:10:39 106075
1720532 2663116 7088316 5123180 2022-12-28 03:10:44 106080
1721848 2661788 7088316 5121864 2022-12-28 03:10:49 106085
1715820 2667804 7088316 5127892 2022-12-28 03:10:54 106090
1723688 2659928 7088316 5120028 2022-12-28 03:10:59 106095
1727672 2655928 7088316 5116044 2022-12-28 03:11:04 106100
1718708 2664876 7088316 5125004 2022-12-28 03:11:09 106105
1725908 2657660 7088316 5117804 2022-12-28 03:11:14 106110
1720852 2662704 7088316 5122860 2022-12-28 03:11:19 106115
1725188 2658316 7088316 5118524 2022-12-28 03:11:24 106120
1724688 2658848 7088316 5119024 2022-12-28 03:11:29 106125
1729224 2654304 7088316 5114488 2022-12-28 03:11:34 106130
1726704 2656808 7088316 5117008 2022-12-28 03:11:39 106135
1722848 2660652 7088316 5120864 2022-12-28 03:11:45 106140
1723624 2659864 7088316 5120088 2022-12-28 03:11:50 106145
1718268 2665200 7088316 5125452 2022-12-28 03:11:55 106150
1725336 2658124 7088316 5118384 2022-12-28 03:12:00 106155
1726192 2657248 7088316 5117520 2022-12-28 03:12:05 106160
1740956 2642424 7088316 5102756 2022-12-28 03:12:10 106165
1723320 2660092 7088316 5120392 2022-12-28 03:12:15 106170
1725304 2658092 7088316 5118408 2022-12-28 03:12:20 106175
1748476 2644628 7088316 5095056 2022-12-28 03:12:25 106180
1791752 2592268 7088316 5051492 2022-12-28 03:12:30 106185
1818368 2565532 7088316 5024792 2022-12-28 03:12:35 106190
1822360 2561676 7088316 5020876 2022-12-28 03:12:40 106195
1759692 2729124 7088316 5084836 2022-12-28 03:12:45 106200
1754040 2627968 7088316 5089212 2022-12-28 03:12:50 106205
1748060 2633980 7088316 5095216 2022-12-28 03:12:55 106210
1729496 2652544 7088316 5113788 2022-12-28 03:13:00 106215
1720160 2661824 7088316 5123100 2022-12-28 03:13:05 106220
1728348 2653732 7088316 5114952 2022-12-28 03:13:10 106225
1725068 2657000 7088316 5118172 2022-12-28 03:13:15 106230
1729016 2652984 7088316 5114228 2022-12-28 03:13:20 106235
1725236 2656796 7088316 5118012 2022-12-28 03:13:25 106240
1725516 2656504 7088316 5117732 2022-12-28 03:13:30 106245
1734472 2647536 7088316 5108776 2022-12-28 03:13:35 106250
1723344 2658652 7088316 5119900 2022-12-28 03:13:40 106255
1728148 2653832 7088316 5115096 2022-12-28 03:13:45 106260
1726108 2655868 7088316 5117136 2022-12-28 03:13:50 106265
1712924 2669044 7088316 5130320 2022-12-28 03:13:55 106270
1733112 2648848 7088316 5110132 2022-12-28 03:14:01 106275
1726884 2655072 7088316 5116360 2022-12-28 03:14:06 106280
1734712 2647232 7088316 5108532 2022-12-28 03:14:11 106285
1729728 2652216 7088316 5113516 2022-12-28 03:14:16 106290
1729720 2652212 7088316 5113524 2022-12-28 03:14:21 106295
1730296 2651628 7088316 5112948 2022-12-28 03:14:26 106300
1722188 2659720 7088316 5121056 2022-12-28 03:14:31 106305
1724404 2657496 7088316 5118840 2022-12-28 03:14:36 106310
1715116 2666772 7088316 5128128 2022-12-28 03:14:41 106315
1726504 2655360 7088316 5116736 2022-12-28 03:14:46 106320
1717412 2664448 7088316 5125824 2022-12-28 03:14:51 106325
1707180 2674620 7088316 5136060 2022-12-28 03:14:56 106330
1713824 2668116 7088316 5129468 2022-12-28 03:15:01 106335
1721460 2660408 7088316 5121832 2022-12-28 03:15:06 106340
1718304 2663604 7088316 5124984 2022-12-28 03:15:11 106345
1713372 2668520 7088316 5129920 2022-12-28 03:15:16 106350
1717428 2664452 7088316 5125860 2022-12-28 03:15:21 106355
1728864 2653012 7088316 5114424 2022-12-28 03:15:26 106360
1706248 2675612 7088316 5137044 2022-12-28 03:15:31 106365
1726044 2655756 7088316 5117244 2022-12-28 03:15:36 106370
1736140 2645696 7088316 5107200 2022-12-28 03:15:41 106375
1714116 2667708 7088316 5129208 2022-12-28 03:15:46 106380
1726332 2655476 7088316 5116992 2022-12-28 03:15:51 106385
1729068 2652728 7088316 5114256 2022-12-28 03:15:56 106390
1722004 2659720 7088316 5121320 2022-12-28 03:16:01 106395
1720056 2661716 7088316 5123268 2022-12-28 03:16:06 106400
1727344 2654416 7088316 5115984 2022-12-28 03:16:11 106405
1731988 2649760 7088316 5111344 2022-12-28 03:16:16 106410
1718116 2663628 7088316 5125216 2022-12-28 03:16:21 106415
1727396 2654284 7088316 5115932 2022-12-28 03:16:27 106420
1726248 2655472 7088316 5117080 2022-12-28 03:16:32 106425
1715888 2665768 7088316 5127440 2022-12-28 03:16:37 106430
1719284 2662412 7088316 5124044 2022-12-28 03:16:42 106435
1734040 2647640 7088316 5109284 2022-12-28 03:16:47 106440
1724744 2656928 7088316 5118584 2022-12-28 03:16:52 106445
1709656 2672000 7088316 5133668 2022-12-28 03:16:57 106450
1714424 2667180 7088316 5128904 2022-12-28 03:17:02 106455
1723124 2658532 7088316 5120204 2022-12-28 03:17:07 106460
1724488 2657156 7088316 5118844 2022-12-28 03:17:12 106465
1725644 2655944 7088316 5117688 2022-12-28 03:17:17 106470
1725148 2656484 7088316 5118184 2022-12-28 03:17:22 106475
1735444 2646180 7088316 5107888 2022-12-28 03:17:27 106480
1715568 2666144 7088316 5127816 2022-12-28 03:17:32 106485
1719672 2662024 7088316 5123712 2022-12-28 03:17:37 106490
1728064 2653616 7088316 5115316 2022-12-28 03:17:42 106495
1723176 2658496 7088316 5120208 2022-12-28 03:17:47 106500
1732552 2649104 7088316 5110832 2022-12-28 03:17:52 106505
1735532 2646108 7088316 5107852 2022-12-28 03:17:57 106510
1716276 2665352 7088316 5127104 2022-12-28 03:18:02 106515
1728196 2653416 7088316 5115180 2022-12-28 03:18:07 106520
1723356 2658244 7088316 5120020 2022-12-28 03:18:12 106525
1729152 2652432 7088316 5114220 2022-12-28 03:18:17 106530
1722324 2659248 7088316 5121052 2022-12-28 03:18:22 106535
1709040 2672516 7088316 5134336 2022-12-28 03:18:27 106540
1716088 2665456 7088316 5127288 2022-12-28 03:18:32 106545
1717500 2664032 7088316 5125944 2022-12-28 03:18:37 106550
1714820 2666696 7088316 5128624 2022-12-28 03:18:42 106555
1721368 2660084 7088316 5122076 2022-12-28 03:18:47 106560
1724280 2657208 7088316 5119164 2022-12-28 03:18:53 106565
1727836 2653296 7088316 5115608 2022-12-28 03:18:58 106570
1721132 2660328 7088316 5122312 2022-12-28 03:19:03 106575
1726976 2654592 7088316 5116468 2022-12-28 03:19:08 106580
1715948 2665504 7088316 5127492 2022-12-28 03:19:13 106585
1728888 2652516 7088316 5114556 2022-12-28 03:19:18 106590
1719792 2661604 7088316 5123652 2022-12-28 03:19:23 106595
1705228 2676156 7088316 5138216 2022-12-28 03:19:28 106600
1713776 2667600 7088316 5129668 2022-12-28 03:19:33 106605
1716532 2664836 7088316 5126912 2022-12-28 03:19:38 106610
1721864 2659436 7088316 5121580 2022-12-28 03:19:43 106615
1710016 2671324 7088316 5133428 2022-12-28 03:19:48 106620
1720784 2660672 7088316 5122668 2022-12-28 03:19:53 106625
1716796 2664612 7088316 5126652 2022-12-28 03:19:58 106630
1721664 2659636 7088316 5121784 2022-12-28 03:20:03 106635
1723884 2657404 7088316 5119564 2022-12-28 03:20:08 106640
1725064 2656208 7088316 5118384 2022-12-28 03:20:13 106645
1734592 2646668 7088316 5108860 2022-12-28 03:20:18 106650
1731312 2649932 7088316 5112140 2022-12-28 03:20:23 106655
1730256 2650924 7088316 5113196 2022-12-28 03:20:28 106660
1716580 2664640 7088316 5126860 2022-12-28 03:20:33 106665
1716460 2664692 7088316 5126968 2022-12-28 03:20:38 106670
1717000 2664188 7088316 5126428 2022-12-28 03:20:43 106675
1716632 2664524 7088316 5126804 2022-12-28 03:20:48 106680
1718788 2662308 7088316 5124648 2022-12-28 03:20:53 106685
1720544 2660588 7088316 5122896 2022-12-28 03:20:58 106690
1722288 2658832 7088316 5121152 2022-12-28 03:21:03 106695
1716536 2664568 7088316 5126888 2022-12-28 03:21:08 106700
1714388 2666744 7088316 5129040 2022-12-28 03:21:13 106705
1704288 2676784 7088316 5139140 2022-12-28 03:21:19 106710
1716380 2664684 7088316 5127032 2022-12-28 03:21:24 106715
1716804 2664248 7088316 5126612 2022-12-28 03:21:29 106720
1715696 2665284 7088316 5127708 2022-12-28 03:21:34 106725
1722996 2658036 7088316 5120412 2022-12-28 03:21:39 106730
1715496 2665524 7088316 5127912 2022-12-28 03:21:44 106735
1712332 2668676 7088316 5131072 2022-12-28 03:21:49 106740
1729988 2651008 7088316 5113416 2022-12-28 03:21:54 106745
1729248 2651772 7088316 5114156 2022-12-28 03:21:59 106750
1720964 2660024 7088316 5122440 2022-12-28 03:22:04 106755
1723124 2657796 7088316 5120280 2022-12-28 03:22:09 106760
1725684 2655276 7088316 5117716 2022-12-28 03:22:14 106765
1732068 2648880 7088316 5111336 2022-12-28 03:22:19 106770
1721716 2659220 7088316 5121688 2022-12-28 03:22:24 106775
1710984 2669884 7088316 5132420 2022-12-28 03:22:29 106780
1720244 2660676 7088316 5123160 2022-12-28 03:22:34 106785
1713108 2667744 7088316 5130420 2022-12-28 03:22:39 106790
1725432 2655468 7088316 5118104 2022-12-28 03:22:44 106795
1711424 2669464 7088316 5132112 2022-12-28 03:22:49 106800
1709120 2671760 7088316 5134416 2022-12-28 03:22:54 106805
1722744 2658124 7088316 5120780 2022-12-28 03:22:59 106810
1714496 2666304 7088316 5128992 2022-12-28 03:23:04 106815
1718144 2662704 7088316 5125356 2022-12-28 03:23:09 106820
1715400 2665436 7088316 5128100 2022-12-28 03:23:14 106825
1723924 2656900 7088316 5119584 2022-12-28 03:23:19 106830
1720576 2660232 7088316 5122932 2022-12-28 03:23:24 106835
1713008 2667788 7088316 5130500 2022-12-28 03:23:29 106840
1720376 2660400 7088316 5123132 2022-12-28 03:23:34 106845
1728832 2651876 7088316 5114676 2022-12-28 03:23:39 106850
1727736 2653016 7088316 5115772 2022-12-28 03:23:45 106855
1726144 2654596 7088316 5117364 2022-12-28 03:23:50 106860
1716208 2664512 7088316 5127296 2022-12-28 03:23:55 106865
1707720 2672988 7088316 5135788 2022-12-28 03:24:00 106870
1717228 2663468 7088316 5126280 2022-12-28 03:24:05 106875
1714340 2666340 7088316 5129168 2022-12-28 03:24:10 106880
1727268 2653344 7088316 5116236 2022-12-28 03:24:15 106885
1723340 2657312 7088316 5120168 2022-12-28 03:24:20 106890
1731600 2649040 7088316 5111896 2022-12-28 03:24:25 106895
1720644 2659980 7088316 5122936 2022-12-28 03:24:30 106900
1724488 2656124 7088316 5119100 2022-12-28 03:24:35 106905
1728864 2651688 7088316 5114732 2022-12-28 03:24:40 106910
1742180 2638416 7088316 5101420 2022-12-28 03:24:45 106915
1723584 2657000 7088316 5120016 2022-12-28 03:24:50 106920
1740712 2639800 7088316 5102888 2022-12-28 03:24:55 106925
1726416 2654128 7088316 5117184 2022-12-28 03:25:00 106930
1725376 2655156 7088316 5118224 2022-12-28 03:25:05 106935
1728120 2652344 7088316 5115480 2022-12-28 03:25:10 106940
1730408 2650092 7088316 5113180 2022-12-28 03:25:15 106945
1724580 2655856 7088316 5119008 2022-12-28 03:25:20 106950
1717140 2663332 7088316 5126444 2022-12-28 03:25:25 106955
1727204 2653256 7088316 5116396 2022-12-28 03:25:30 106960
1735276 2645172 7088316 5108264 2022-12-28 03:25:35 106965
1735784 2644592 7088316 5107756 2022-12-28 03:25:40 106970
1732312 2648104 7088316 5111212 2022-12-28 03:25:45 106975
1731444 2648968 7088316 5112096 2022-12-28 03:25:50 106980
1715896 2664504 7088316 5127644 2022-12-28 03:25:55 106985
1713764 2666564 7088316 5129776 2022-12-28 03:26:01 106990
1724312 2656056 7088316 5119292 2022-12-28 03:26:06 106995
1722276 2658020 7088316 5121328 2022-12-28 03:26:11 107000
1717640 2662700 7088316 5125964 2022-12-28 03:26:16 107005
1723036 2657292 7088316 5120568 2022-12-28 03:26:21 107010
1718348 2661964 7088316 5125256 2022-12-28 03:26:26 107015
1724556 2655744 7088316 5119048 2022-12-28 03:26:31 107020
1727452 2652784 7088316 5116152 2022-12-28 03:26:36 107025
1717180 2663100 7088316 5126424 2022-12-28 03:26:41 107030
1717208 2663060 7088316 5126396 2022-12-28 03:26:46 107035
1716320 2663932 7088316 5127280 2022-12-28 03:26:51 107040
1724172 2656064 7088316 5119428 2022-12-28 03:26:56 107045
