Mem_used Mem_free Mem_total Mem_Disp Date Time Elapsed_time
1571500 3440416 7088316 5280504 2022-12-27 06:10:45 30990
1572208 3439680 7088316 5279784 2022-12-27 06:10:50 30995
1572384 3439488 7088316 5279612 2022-12-27 06:10:55 31000
1573400 3438436 7088316 5278664 2022-12-27 06:11:00 31005
1572328 3439364 7088316 5279736 2022-12-27 06:11:05 31010
1572952 3438856 7088316 5279124 2022-12-27 06:11:10 31015
1575168 3436624 7088316 5276900 2022-12-27 06:11:15 31020
1575260 3436520 7088316 5276816 2022-12-27 06:11:20 31025
1574108 3437660 7088316 5277968 2022-12-27 06:11:25 31030
1573832 3437920 7088316 5278244 2022-12-27 06:11:31 31035
1576316 3435420 7088316 5275764 2022-12-27 06:11:36 31040
1577200 3434524 7088316 5274876 2022-12-27 06:11:41 31045
1578492 3433220 7088316 5273544 2022-12-27 06:11:46 31050
1580396 3431300 7088316 5271640 2022-12-27 06:11:51 31055
1581336 3430348 7088316 5270692 2022-12-27 06:11:56 31060
1580068 3431644 7088316 5271968 2022-12-27 06:12:01 31065
1580208 3431452 7088316 5271828 2022-12-27 06:12:06 31070
1578816 3432820 7088316 5273220 2022-12-27 06:12:11 31075
1578248 3433492 7088316 5273788 2022-12-27 06:12:16 31080
1580728 3430884 7088316 5271292 2022-12-27 06:12:21 31085
1581508 3430088 7088316 5270504 2022-12-27 06:12:26 31090
1579652 3431932 7088316 5272356 2022-12-27 06:12:31 31095
1580456 3431112 7088316 5271548 2022-12-27 06:12:36 31100
1579484 3432072 7088316 5272528 2022-12-27 06:12:41 31105
1581476 3430352 7088316 5270540 2022-12-27 06:12:46 31110
1578576 3432952 7088316 5273440 2022-12-27 06:12:51 31115
1578752 3432760 7088316 5273264 2022-12-27 06:12:56 31120
1577812 3433688 7088316 5274204 2022-12-27 06:13:01 31125
1578156 3433328 7088316 5273856 2022-12-27 06:13:06 31130
1577636 3433836 7088316 5274380 2022-12-27 06:13:11 31135
1580836 3430624 7088316 5271180 2022-12-27 06:13:16 31140
1579252 3432192 7088316 5272792 2022-12-27 06:13:21 31145
1579012 3432420 7088316 5273032 2022-12-27 06:13:26 31150
1579508 3431908 7088316 5272536 2022-12-27 06:13:31 31155
1579996 3431408 7088316 5272048 2022-12-27 06:13:36 31160
1579108 3432276 7088316 5272932 2022-12-27 06:13:41 31165
1581552 3429820 7088316 5270484 2022-12-27 06:13:46 31170
1579908 3431448 7088316 5272128 2022-12-27 06:13:51 31175
1579824 3431524 7088316 5272212 2022-12-27 06:13:56 31180
1577848 3433484 7088316 5274188 2022-12-27 06:14:01 31185
1580200 3431112 7088316 5271840 2022-12-27 06:14:06 31190
1580188 3431116 7088316 5271852 2022-12-27 06:14:12 31195
1580028 3431252 7088316 5272012 2022-12-27 06:14:17 31200
1580828 3430440 7088316 5271208 2022-12-27 06:14:22 31205
1577108 3434144 7088316 5274928 2022-12-27 06:14:27 31210
1578332 3432908 7088316 5273692 2022-12-27 06:14:32 31215
1576828 3434396 7088316 5275204 2022-12-27 06:14:37 31220
1580640 3430572 7088316 5271328 2022-12-27 06:14:42 31225
1580096 3431104 7088316 5271872 2022-12-27 06:14:47 31230
1574596 3436588 7088316 5277372 2022-12-27 06:14:52 31235
1573456 3437716 7088316 5278512 2022-12-27 06:14:57 31240
1573904 3437248 7088316 5278064 2022-12-27 06:15:02 31245
1571572 3439572 7088316 5280396 2022-12-27 06:15:07 31250
1573900 3437228 7088316 5278068 2022-12-27 06:15:12 31255
1575072 3436040 7088316 5276868 2022-12-27 06:15:17 31260
1576900 3434204 7088316 5275048 2022-12-27 06:15:22 31265
1577024 3434064 7088316 5274924 2022-12-27 06:15:27 31270
1575468 3435608 7088316 5276480 2022-12-27 06:15:32 31275
1575688 3435368 7088316 5276260 2022-12-27 06:15:37 31280
1575688 3435332 7088316 5276188 2022-12-27 06:15:42 31285
1572824 3438184 7088316 5279060 2022-12-27 06:15:47 31290
1573316 3437668 7088316 5278552 2022-12-27 06:15:52 31295
1573692 3437276 7088316 5278188 2022-12-27 06:15:57 31300
1571384 3439572 7088316 5280496 2022-12-27 06:16:02 31305
1573548 3437392 7088316 5278332 2022-12-27 06:16:07 31310
1572956 3437972 7088316 5278924 2022-12-27 06:16:12 31315
1573644 3437272 7088316 5278236 2022-12-27 06:16:17 31320
1574984 3435916 7088316 5276992 2022-12-27 06:16:22 31325
1576008 3434880 7088316 5275968 2022-12-27 06:16:27 31330
1572252 3438620 7088316 5279720 2022-12-27 06:16:32 31335
1574008 3436852 7088316 5277964 2022-12-27 06:16:37 31340
1569856 3440988 7088316 5282116 2022-12-27 06:16:42 31345
1570572 3440260 7088316 5281396 2022-12-27 06:16:47 31350
1572968 3437848 7088316 5279004 2022-12-27 06:16:53 31355
1571392 3439412 7088316 5280580 2022-12-27 06:16:58 31360
1574584 3436208 7088316 5277364 2022-12-27 06:17:03 31365
1574424 3436352 7088316 5277512 2022-12-27 06:17:08 31370
1574440 3436320 7088316 5277500 2022-12-27 06:17:13 31375
1575708 3435040 7088316 5276232 2022-12-27 06:17:18 31380
1577564 3433164 7088316 5274456 2022-12-27 06:17:23 31385
1577036 3433676 7088316 5274984 2022-12-27 06:17:28 31390
1577108 3433592 7088316 5274908 2022-12-27 06:17:33 31395
1578860 3431824 7088316 5273148 2022-12-27 06:17:38 31400
1579488 3431184 7088316 5272532 2022-12-27 06:17:43 31405
1579324 3431340 7088316 5272684 2022-12-27 06:17:48 31410
1580048 3430596 7088316 5271972 2022-12-27 06:17:53 31415
1580252 3430380 7088316 5271768 2022-12-27 06:17:58 31420
1580248 3430368 7088316 5271760 2022-12-27 06:18:03 31425
1581772 3428832 7088316 5270248 2022-12-27 06:18:08 31430
1579828 3430760 7088316 5272188 2022-12-27 06:18:13 31435
1579572 3431004 7088316 5272448 2022-12-27 06:18:18 31440
1581712 3428848 7088316 5270304 2022-12-27 06:18:23 31445
1581548 3429000 7088316 5270480 2022-12-27 06:18:28 31450
1580396 3430140 7088316 5271632 2022-12-27 06:18:33 31455
1580356 3430160 7088316 5271656 2022-12-27 06:18:38 31460
1580304 3430200 7088316 5271628 2022-12-27 06:18:43 31465
1580336 3430152 7088316 5271600 2022-12-27 06:18:48 31470
1580768 3429708 7088316 5271164 2022-12-27 06:18:53 31475
1576380 3434080 7088316 5275556 2022-12-27 06:18:58 31480
1576356 3434092 7088316 5275584 2022-12-27 06:19:03 31485
1577984 3432448 7088316 5273944 2022-12-27 06:19:08 31490
1575480 3434940 7088316 5276456 2022-12-27 06:19:13 31495
1577296 3433112 7088316 5274640 2022-12-27 06:19:18 31500
1576256 3434140 7088316 5275656 2022-12-27 06:19:23 31505
1577028 3433352 7088316 5274884 2022-12-27 06:19:29 31510
1575668 3434696 7088316 5276240 2022-12-27 06:19:34 31515
1577332 3433020 7088316 5274664 2022-12-27 06:19:39 31520
1578640 3431696 7088316 5273436 2022-12-27 06:19:44 31525
1574420 3435904 7088316 5277576 2022-12-27 06:19:49 31530
1575276 3435028 7088316 5276728 2022-12-27 06:19:54 31535
1577516 3432780 7088316 5274484 2022-12-27 06:19:59 31540
1580340 3429928 7088316 5271768 2022-12-27 06:20:04 31545
1579436 3430828 7088316 5272672 2022-12-27 06:20:09 31550
1579452 3430800 7088316 5272640 2022-12-27 06:20:14 31555
1580624 3429612 7088316 5271468 2022-12-27 06:20:19 31560
1579864 3430360 7088316 5272224 2022-12-27 06:20:24 31565
1577368 3432840 7088316 5274720 2022-12-27 06:20:29 31570
1579028 3431164 7088316 5273060 2022-12-27 06:20:34 31575
1580004 3430172 7088316 5272144 2022-12-27 06:20:39 31580
1578692 3431472 7088316 5273452 2022-12-27 06:20:44 31585
1581224 3428928 7088316 5270920 2022-12-27 06:20:49 31590
1579716 3430420 7088316 5272428 2022-12-27 06:20:54 31595
1579208 3430916 7088316 5272928 2022-12-27 06:20:59 31600
1578920 3431188 7088316 5273196 2022-12-27 06:21:04 31605
1578640 3431456 7088316 5273460 2022-12-27 06:21:09 31610
1581732 3428344 7088316 5270368 2022-12-27 06:21:14 31615
1576704 3433364 7088316 5275396 2022-12-27 06:21:19 31620
1577148 3432904 7088316 5274956 2022-12-27 06:21:24 31625
1572900 3437140 7088316 5279204 2022-12-27 06:21:29 31630
1577384 3432644 7088316 5274720 2022-12-27 06:21:34 31635
1576032 3433980 7088316 5276072 2022-12-27 06:21:39 31640
1578864 3431136 7088316 5273240 2022-12-27 06:21:44 31645
1578180 3431808 7088316 5273920 2022-12-27 06:21:49 31650
1578096 3431876 7088316 5274004 2022-12-27 06:21:54 31655
1579748 3430208 7088316 5272356 2022-12-27 06:21:59 31660
1580284 3429660 7088316 5271820 2022-12-27 06:22:05 31665
1577500 3432428 7088316 5274604 2022-12-27 06:22:10 31670
1571628 3438288 7088316 5280476 2022-12-27 06:22:15 31675
1573768 3436136 7088316 5278336 2022-12-27 06:22:20 31680
1572428 3437460 7088316 5279672 2022-12-27 06:22:25 31685
1578456 3431416 7088316 5273644 2022-12-27 06:22:30 31690
1569820 3440036 7088316 5282280 2022-12-27 06:22:35 31695
1569616 3440228 7088316 5282484 2022-12-27 06:22:40 31700
1572412 3437412 7088316 5279680 2022-12-27 06:22:45 31705
1572568 3437240 7088316 5279524 2022-12-27 06:22:50 31710
1574524 3435272 7088316 5277568 2022-12-27 06:22:55 31715
1575948 3433836 7088316 5276144 2022-12-27 06:23:00 31720
1575440 3434332 7088316 5276652 2022-12-27 06:23:05 31725
1574928 3434828 7088316 5277164 2022-12-27 06:23:10 31730
1576452 3433292 7088316 5275640 2022-12-27 06:23:15 31735
1578260 3431468 7088316 5273832 2022-12-27 06:23:20 31740
1579956 3429764 7088316 5272048 2022-12-27 06:23:25 31745
1578752 3430948 7088316 5273252 2022-12-27 06:23:30 31750
1580816 3428868 7088316 5271192 2022-12-27 06:23:35 31755
1582200 3427468 7088316 5269808 2022-12-27 06:23:40 31760
1582504 3427152 7088316 5269428 2022-12-27 06:23:45 31765
1580756 3428888 7088316 5271176 2022-12-27 06:23:50 31770
1581312 3428316 7088316 5270620 2022-12-27 06:23:55 31775
1581164 3428452 7088316 5270768 2022-12-27 06:24:00 31780
1580328 3429272 7088316 5271604 2022-12-27 06:24:05 31785
1578972 3430616 7088316 5272960 2022-12-27 06:24:10 31790
1582032 3427544 7088316 5269904 2022-12-27 06:24:15 31795
1580648 3428912 7088316 5271280 2022-12-27 06:24:20 31800
1581284 3428260 7088316 5270648 2022-12-27 06:24:25 31805
1582576 3426960 7088316 5269356 2022-12-27 06:24:30 31810
1577100 3432420 7088316 5274832 2022-12-27 06:24:35 31815
1573360 3436148 7088316 5278536 2022-12-27 06:24:41 31820
1576900 3432592 7088316 5274980 2022-12-27 06:24:46 31825
1578272 3431204 7088316 5273628 2022-12-27 06:24:51 31830
1579988 3429476 7088316 5271912 2022-12-27 06:24:56 31835
1577768 3431668 7088316 5274132 2022-12-27 06:25:01 31840
1576872 3432556 7088316 5275008 2022-12-27 06:25:06 31845
1580080 3429336 7088316 5271800 2022-12-27 06:25:11 31850
1580236 3429164 7088316 5271644 2022-12-27 06:25:16 31855
1581140 3428248 7088316 5270740 2022-12-27 06:25:21 31860
1579668 3429704 7088316 5272216 2022-12-27 06:25:26 31865
1578468 3430892 7088316 5273416 2022-12-27 06:25:31 31870
1578032 3431312 7088316 5273852 2022-12-27 06:25:36 31875
1581352 3427984 7088316 5270528 2022-12-27 06:25:41 31880
1575532 3433780 7088316 5276348 2022-12-27 06:25:46 31885
1576068 3433228 7088316 5275808 2022-12-27 06:25:51 31890
1576944 3432336 7088316 5274932 2022-12-27 06:25:56 31895
1577808 3431432 7088316 5274052 2022-12-27 06:26:01 31900
1581532 3427708 7088316 5270348 2022-12-27 06:26:06 31905
1581584 3427640 7088316 5270296 2022-12-27 06:26:11 31910
1579900 3429308 7088316 5271980 2022-12-27 06:26:16 31915
1577028 3432164 7088316 5274912 2022-12-27 06:26:21 31920
1577548 3431632 7088316 5274400 2022-12-27 06:26:26 31925
1578212 3430936 7088316 5273728 2022-12-27 06:26:31 31930
1579424 3429712 7088316 5272516 2022-12-27 06:26:36 31935
1580628 3428496 7088316 5271312 2022-12-27 06:26:41 31940
1579668 3429440 7088316 5272272 2022-12-27 06:26:46 31945
1579568 3429512 7088316 5272360 2022-12-27 06:26:51 31950
1578284 3430772 7088316 5273640 2022-12-27 06:26:56 31955
1577852 3431196 7088316 5274076 2022-12-27 06:27:01 31960
1579776 3429256 7088316 5272152 2022-12-27 06:27:06 31965
1579224 3429792 7088316 5272704 2022-12-27 06:27:11 31970
1570748 3438256 7088316 5281180 2022-12-27 06:27:16 31975
1576376 3377896 7088316 5275268 2022-12-27 06:27:22 31980
1600340 3341204 7088316 5251220 2022-12-27 06:27:27 31985
1602704 3338820 7088316 5248856 2022-12-27 06:27:32 31990
1563492 3377836 7088316 5288072 2022-12-27 06:27:37 31995
1565056 3376256 7088316 5286508 2022-12-27 06:27:42 32000
1569044 3372256 7088316 5282520 2022-12-27 06:27:47 32005
1573552 3367732 7088316 5278012 2022-12-27 06:27:52 32010
1578492 3362780 7088316 5273072 2022-12-27 06:27:57 32015
1577740 3363520 7088316 5273832 2022-12-27 06:28:02 32020
1576232 3365012 7088316 5275336 2022-12-27 06:28:07 32025
1575768 3365464 7088316 5275816 2022-12-27 06:28:12 32030
1576564 3364652 7088316 5275020 2022-12-27 06:28:17 32035
1578616 3362588 7088316 5272968 2022-12-27 06:28:22 32040
1580668 3360520 7088316 5270916 2022-12-27 06:28:27 32045
1580588 3360588 7088316 5270992 2022-12-27 06:28:32 32050
1575752 3365404 7088316 5275824 2022-12-27 06:28:37 32055
1578584 3362560 7088316 5272996 2022-12-27 06:28:42 32060
1578848 3362284 7088316 5272732 2022-12-27 06:28:47 32065
1577816 3363300 7088316 5273764 2022-12-27 06:28:52 32070
1580388 3360724 7088316 5271192 2022-12-27 06:28:57 32075
1579396 3361692 7088316 5272196 2022-12-27 06:29:02 32080
1578280 3362796 7088316 5273312 2022-12-27 06:29:07 32085
1580364 3360696 7088316 5271236 2022-12-27 06:29:12 32090
1579692 3361356 7088316 5271908 2022-12-27 06:29:17 32095
1578012 3363024 7088316 5273588 2022-12-27 06:29:22 32100
1577052 3363968 7088316 5274536 2022-12-27 06:29:27 32105
1578900 3362108 7088316 5272688 2022-12-27 06:29:32 32110
1579772 3361224 7088316 5271816 2022-12-27 06:29:37 32115
1576944 3364036 7088316 5274620 2022-12-27 06:29:42 32120
1578104 3362860 7088316 5273460 2022-12-27 06:29:48 32125
1578572 3362380 7088316 5272992 2022-12-27 06:29:53 32130
1578240 3362692 7088316 5273324 2022-12-27 06:29:58 32135
1577912 3362988 7088316 5273644 2022-12-27 06:30:03 32140
1580012 3360888 7088316 5271548 2022-12-27 06:30:08 32145
1576316 3364564 7088316 5275212 2022-12-27 06:30:13 32150
1570128 3370744 7088316 5281404 2022-12-27 06:30:18 32155
1577988 3362868 7088316 5273568 2022-12-27 06:30:23 32160
1576224 3364620 7088316 5275332 2022-12-27 06:30:28 32165
1576644 3364184 7088316 5274920 2022-12-27 06:30:33 32170
1578208 3362608 7088316 5273356 2022-12-27 06:30:38 32175
1577176 3363624 7088316 5274388 2022-12-27 06:30:43 32180
1567944 3372832 7088316 5283620 2022-12-27 06:30:48 32185
1573204 3367568 7088316 5278356 2022-12-27 06:30:53 32190
1576384 3364368 7088316 5275180 2022-12-27 06:30:58 32195
1567672 3373076 7088316 5283892 2022-12-27 06:31:03 32200
1564484 3376220 7088316 5287076 2022-12-27 06:31:08 32205
1571752 3368936 7088316 5279796 2022-12-27 06:31:13 32210
1573220 3367456 7088316 5278340 2022-12-27 06:31:18 32215
1571896 3368768 7088316 5279656 2022-12-27 06:31:23 32220
1575132 3365516 7088316 5276428 2022-12-27 06:31:28 32225
1574948 3365688 7088316 5276608 2022-12-27 06:31:33 32230
1568452 3372168 7088316 5283104 2022-12-27 06:31:38 32235
1562316 3378292 7088316 5289188 2022-12-27 06:31:43 32240
1567472 3373120 7088316 5284032 2022-12-27 06:31:48 32245
1568808 3371772 7088316 5282700 2022-12-27 06:31:53 32250
1573592 3366972 7088316 5277920 2022-12-27 06:31:58 32255
1568100 3372452 7088316 5283424 2022-12-27 06:32:03 32260
1570512 3370028 7088316 5281008 2022-12-27 06:32:08 32265
1574560 3365964 7088316 5276964 2022-12-27 06:32:13 32270
1573648 3366864 7088316 5277876 2022-12-27 06:32:18 32275
1578532 3361964 7088316 5272996 2022-12-27 06:32:23 32280
1576484 3364004 7088316 5275044 2022-12-27 06:32:29 32285
1576980 3363492 7088316 5274544 2022-12-27 06:32:34 32290
1577100 3363356 7088316 5274416 2022-12-27 06:32:39 32295
1577432 3363008 7088316 5274092 2022-12-27 06:32:44 32300
1577028 3363400 7088316 5274512 2022-12-27 06:32:49 32305
1578372 3362044 7088316 5273172 2022-12-27 06:32:54 32310
1579788 3360612 7088316 5271732 2022-12-27 06:32:59 32315
1580864 3359532 7088316 5270668 2022-12-27 06:33:04 32320
1573864 3366520 7088316 5277668 2022-12-27 06:33:09 32325
1578840 3361532 7088316 5272692 2022-12-27 06:33:14 32330
1581716 3358628 7088316 5269800 2022-12-27 06:33:19 32335
1581256 3359076 7088316 5270276 2022-12-27 06:33:24 32340
1580748 3359584 7088316 5270784 2022-12-27 06:33:29 32345
1581068 3359248 7088316 5270468 2022-12-27 06:33:34 32350
1581876 3358416 7088316 5269652 2022-12-27 06:33:39 32355
1573460 3366816 7088316 5278140 2022-12-27 06:33:44 32360
1577756 3362504 7088316 5273852 2022-12-27 06:33:49 32365
1577576 3362668 7088316 5274084 2022-12-27 06:33:54 32370
1578868 3361364 7088316 5272712 2022-12-27 06:33:59 32375
1573176 3367040 7088316 5278340 2022-12-27 06:34:04 32380
1578564 3361640 7088316 5272956 2022-12-27 06:34:09 32385
1579480 3360712 7088316 5272036 2022-12-27 06:34:14 32390
1571680 3368496 7088316 5279828 2022-12-27 06:34:19 32395
1578100 3361928 7088316 5273356 2022-12-27 06:34:24 32400
1578072 3361936 7088316 5273368 2022-12-27 06:34:29 32405
1578660 3361336 7088316 5272776 2022-12-27 06:34:34 32410
1573588 3366392 7088316 5277848 2022-12-27 06:34:39 32415
1578236 3361732 7088316 5273196 2022-12-27 06:34:44 32420
1580876 3359080 7088316 5270556 2022-12-27 06:34:49 32425
1581088 3358852 7088316 5270344 2022-12-27 06:34:54 32430
1582960 3356968 7088316 5268484 2022-12-27 06:34:59 32435
1580004 3359840 7088316 5271432 2022-12-27 06:35:05 32440
1583932 3355900 7088316 5267504 2022-12-27 06:35:10 32445
1585400 3354416 7088316 5266036 2022-12-27 06:35:15 32450
1584848 3354952 7088316 5266584 2022-12-27 06:35:20 32455
1586700 3353084 7088316 5264732 2022-12-27 06:35:25 32460
1586932 3352836 7088316 5264500 2022-12-27 06:35:30 32465
1586300 3353324 7088316 5265128 2022-12-27 06:35:35 32470
1587292 3352448 7088316 5264136 2022-12-27 06:35:40 32475
1585384 3354464 7088316 5266048 2022-12-27 06:35:45 32480
1583712 3356000 7088316 5267716 2022-12-27 06:35:50 32485
1584100 3355600 7088316 5267320 2022-12-27 06:35:55 32490
1582528 3357156 7088316 5268888 2022-12-27 06:36:00 32495
1582140 3357532 7088316 5269276 2022-12-27 06:36:05 32500
1583316 3356340 7088316 5268112 2022-12-27 06:36:10 32505
1581400 3358244 7088316 5270032 2022-12-27 06:36:15 32510
1580264 3359496 7088316 5271168 2022-12-27 06:36:20 32515
1580024 3359592 7088316 5271408 2022-12-27 06:36:25 32520
1581092 3358516 7088316 5270340 2022-12-27 06:36:30 32525
1581836 3357752 7088316 5269592 2022-12-27 06:36:35 32530
1580792 3358780 7088316 5270636 2022-12-27 06:36:40 32535
1580936 3358620 7088316 5270480 2022-12-27 06:36:45 32540
1581260 3358284 7088316 5270168 2022-12-27 06:36:50 32545
1581504 3358024 7088316 5269924 2022-12-27 06:36:55 32550
1578292 3361220 7088316 5273136 2022-12-27 06:37:00 32555
1579852 3359648 7088316 5271576 2022-12-27 06:37:05 32560
1581432 3358056 7088316 5269996 2022-12-27 06:37:10 32565
1580900 3358576 7088316 5270528 2022-12-27 06:37:15 32570
1578764 3360696 7088316 5272700 2022-12-27 06:37:20 32575
1579728 3359720 7088316 5271716 2022-12-27 06:37:25 32580
1579120 3360312 7088316 5272324 2022-12-27 06:37:30 32585
1581956 3357464 7088316 5269488 2022-12-27 06:37:35 32590
1582284 3357120 7088316 5269152 2022-12-27 06:37:41 32595
1580920 3358476 7088316 5270520 2022-12-27 06:37:46 32600
1581420 3357956 7088316 5270016 2022-12-27 06:37:51 32605
1582632 3356732 7088316 5268812 2022-12-27 06:37:56 32610
1583980 3355208 7088316 5267464 2022-12-27 06:38:01 32615
1583176 3356160 7088316 5268268 2022-12-27 06:38:06 32620
1583624 3355832 7088316 5267820 2022-12-27 06:38:11 32625
1583700 3355608 7088316 5267748 2022-12-27 06:38:16 32630
1583072 3356224 7088316 5268376 2022-12-27 06:38:21 32635
1583012 3356264 7088316 5268436 2022-12-27 06:38:26 32640
1584084 3355308 7088316 5267364 2022-12-27 06:38:31 32645
1584440 3354808 7088316 5267000 2022-12-27 06:38:36 32650
1584352 3354884 7088316 5267092 2022-12-27 06:38:41 32655
1579852 3359244 7088316 5271664 2022-12-27 06:38:46 32660
1583052 3356156 7088316 5268464 2022-12-27 06:38:51 32665
1584476 3354720 7088316 5267040 2022-12-27 06:38:56 32670
1583124 3356052 7088316 5268376 2022-12-27 06:39:01 32675
1585064 3354100 7088316 5266432 2022-12-27 06:39:06 32680
1585320 3353812 7088316 5266172 2022-12-27 06:39:11 32685
1584148 3354972 7088316 5267348 2022-12-27 06:39:16 32690
1584848 3354248 7088316 5266644 2022-12-27 06:39:21 32695
1583704 3355380 7088316 5267776 2022-12-27 06:39:26 32700
1585348 3353728 7088316 5266144 2022-12-27 06:39:31 32705
1583748 3355308 7088316 5267744 2022-12-27 06:39:36 32710
1585288 3353756 7088316 5266204 2022-12-27 06:39:41 32715
1585956 3353072 7088316 5265536 2022-12-27 06:39:46 32720
1588372 3350644 7088316 5263120 2022-12-27 06:39:51 32725
1586292 3352704 7088316 5265200 2022-12-27 06:39:56 32730
1585824 3353160 7088316 5265664 2022-12-27 06:40:01 32735
1584188 3354776 7088316 5267296 2022-12-27 06:40:06 32740
1585124 3353828 7088316 5266360 2022-12-27 06:40:11 32745
1584332 3354608 7088316 5267152 2022-12-27 06:40:17 32750
1583876 3355048 7088316 5267612 2022-12-27 06:40:22 32755
1584828 3354084 7088316 5266656 2022-12-27 06:40:27 32760
1586528 3352368 7088316 5264956 2022-12-27 06:40:32 32765
1585992 3352892 7088316 5265492 2022-12-27 06:40:37 32770
1587088 3351764 7088316 5264360 2022-12-27 06:40:42 32775
1585692 3353152 7088316 5265756 2022-12-27 06:40:47 32780
1585772 3353052 7088316 5265676 2022-12-27 06:40:52 32785
1585720 3353092 7088316 5265720 2022-12-27 06:40:57 32790
1587520 3351280 7088316 5263972 2022-12-27 06:41:02 32795
1585996 3352788 7088316 5265500 2022-12-27 06:41:07 32800
1587296 3351476 7088316 5264200 2022-12-27 06:41:12 32805
1586812 3351944 7088316 5264684 2022-12-27 06:41:17 32810
1582024 3356724 7088316 5269480 2022-12-27 06:41:22 32815
1582632 3356096 7088316 5268872 2022-12-27 06:41:27 32820
1584232 3354484 7088316 5267272 2022-12-27 06:41:32 32825
1584948 3353752 7088316 5266556 2022-12-27 06:41:37 32830
1578968 3359720 7088316 5272540 2022-12-27 06:41:42 32835
1583836 3354840 7088316 5267672 2022-12-27 06:41:47 32840
1584824 3353836 7088316 5266684 2022-12-27 06:41:52 32845
1581360 3357288 7088316 5270148 2022-12-27 06:41:57 32850
1583172 3355448 7088316 5268336 2022-12-27 06:42:02 32855
1584312 3354296 7088316 5267200 2022-12-27 06:42:07 32860
1585408 3353180 7088316 5266120 2022-12-27 06:42:12 32865
1582228 3356344 7088316 5269296 2022-12-27 06:42:17 32870
1579256 3359300 7088316 5272268 2022-12-27 06:42:22 32875
1583056 3355488 7088316 5268536 2022-12-27 06:42:27 32880
1581884 3356648 7088316 5269684 2022-12-27 06:42:32 32885
1583576 3354940 7088316 5267992 2022-12-27 06:42:37 32890
1582100 3356404 7088316 5269356 2022-12-27 06:42:42 32895
1585228 3353260 7088316 5266180 2022-12-27 06:42:47 32900
1586000 3352472 7088316 5265412 2022-12-27 06:42:53 32905
1584008 3354452 7088316 5267400 2022-12-27 06:42:58 32910
1578244 3360200 7088316 5273164 2022-12-27 06:43:03 32915
1578168 3360260 7088316 5273240 2022-12-27 06:43:08 32920
1581044 3357372 7088316 5270368 2022-12-27 06:43:13 32925
1583208 3355196 7088316 5268204 2022-12-27 06:43:18 32930
1580420 3357968 7088316 5270992 2022-12-27 06:43:23 32935
1579752 3358624 7088316 5271660 2022-12-27 06:43:28 32940
1581032 3357332 7088316 5270380 2022-12-27 06:43:33 32945
1579912 3358436 7088316 5271500 2022-12-27 06:43:38 32950
1574288 3364044 7088316 5277132 2022-12-27 06:43:43 32955
1576240 3362080 7088316 5275176 2022-12-27 06:43:48 32960
1579432 3358876 7088316 5271972 2022-12-27 06:43:53 32965
1574308 3363984 7088316 5277096 2022-12-27 06:43:58 32970
1573896 3364384 7088316 5277508 2022-12-27 06:44:03 32975
1574512 3363752 7088316 5276900 2022-12-27 06:44:08 32980
1578172 3360076 7088316 5273240 2022-12-27 06:44:13 32985
1579076 3359160 7088316 5272332 2022-12-27 06:44:18 32990
1578832 3359392 7088316 5272568 2022-12-27 06:44:23 32995
1576676 3361532 7088316 5274724 2022-12-27 06:44:28 33000
1577732 3360464 7088316 5273668 2022-12-27 06:44:33 33005
1576392 3361796 7088316 5275008 2022-12-27 06:44:38 33010
1579304 3358848 7088316 5272092 2022-12-27 06:44:43 33015
1575144 3363008 7088316 5276252 2022-12-27 06:44:48 33020
1578320 3359808 7088316 5273076 2022-12-27 06:44:53 33025
1579804 3358324 7088316 5271592 2022-12-27 06:44:58 33030
1581044 3357048 7088316 5270352 2022-12-27 06:45:03 33035
1581576 3356504 7088316 5269800 2022-12-27 06:45:08 33040
1579616 3358460 7088316 5271768 2022-12-27 06:45:13 33045
1578844 3359220 7088316 5272552 2022-12-27 06:45:18 33050
1582692 3355360 7088316 5268704 2022-12-27 06:45:23 33055
1584596 3353440 7088316 5266800 2022-12-27 06:45:29 33060
1580684 3357340 7088316 5270692 2022-12-27 06:45:34 33065
1584128 3353880 7088316 5267248 2022-12-27 06:45:39 33070
1581920 3356076 7088316 5269456 2022-12-27 06:45:44 33075
1580424 3357556 7088316 5270952 2022-12-27 06:45:49 33080
1583400 3354568 7088316 5267968 2022-12-27 06:45:54 33085
1583432 3354520 7088316 5267936 2022-12-27 06:45:59 33090
1582104 3355836 7088316 5269264 2022-12-27 06:46:04 33095
1584916 3353012 7088316 5266452 2022-12-27 06:46:09 33100
1585472 3352440 7088316 5265964 2022-12-27 06:46:14 33105
1584224 3353676 7088316 5267212 2022-12-27 06:46:19 33110
1583388 3354492 7088316 5268112 2022-12-27 06:46:24 33115
1584800 3353068 7088316 5266700 2022-12-27 06:46:29 33120
1585008 3352844 7088316 5266492 2022-12-27 06:46:34 33125
1585248 3352592 7088316 5266252 2022-12-27 06:46:39 33130
1586700 3351124 7088316 5264868 2022-12-27 06:46:44 33135
1582604 3355208 7088316 5268964 2022-12-27 06:46:49 33140
1584392 3353408 7088316 5267176 2022-12-27 06:46:54 33145
1584232 3353548 7088316 5267356 2022-12-27 06:46:59 33150
1583592 3354176 7088316 5268000 2022-12-27 06:47:04 33155
1582252 3355500 7088316 5269340 2022-12-27 06:47:09 33160
1582816 3354924 7088316 5268776 2022-12-27 06:47:14 33165
